None,Reduced,Best,Best,DAFJS02.txt,-0.1,28098,0,0
None,Reduced,Best,Best,DAFJS01.txt,-0.1,26203,0.003,0.003
None,Reduced,Best,Best,DAFJS04.txt,-0.1,52494,0.009,0.008
None,Reduced,Best,Best,DAFJS05.txt,-0.1,40723,0.008,0.007
None,Reduced,Best,Best,DAFJS09.txt,-0.1,45796,0.005,0.004
None,Reduced,Best,Best,DAFJS03.txt,-0.1,51580,0.017,0.016
None,Reduced,Best,Best,DAFJS06.txt,-0.1,44877,0.015,0.014
None,Reduced,Best,Best,DAFJS10.txt,-0.1,51277,0.043,0.04
None,Reduced,Best,Best,DAFJS08.txt,-0.1,56561,0.057,0.052
None,Reduced,Best,Best,DAFJS07.txt,-0.1,53651,0.067,0.063
None,Reduced,Best,Best,DAFJS14.txt,-0.1,70357,0.022,0.018
None,Reduced,Best,Best,DAFJS18.txt,-0.1,71052,0.031,0.027
None,Reduced,Best,Best,DAFJS13.txt,-0.1,56453,0.051,0.047
None,Reduced,Best,Best,DAFJS19.txt,-0.1,57471,0.086,0.083
None,Reduced,Best,Best,DAFJS17.txt,-0.1,69975,0.115,0.106
None,Reduced,Best,Best,DAFJS11.txt,-0.1,64796,0.173,0.158
None,Reduced,Best,Best,DAFJS20.txt,-0.1,66674,0.218,0.211
None,Reduced,Best,Best,DAFJS21.txt,-0.1,71913,0.246,0.228
None,Reduced,Best,Best,DAFJS12.txt,-0.1,61533,0.265,0.252
None,Reduced,Best,Best,DAFJS15.txt,-0.1,62030,0.392,0.373
None,Reduced,Best,Best,DAFJS16.txt,-0.1,66153,0.698,0.68
None,Reduced,Best,Best,YFJS02.txt,-0.1,76529,0.001,0.001
None,Reduced,Best,Best,YFJS01.txt,-0.1,79657,0.005,0.004
None,Reduced,Best,Best,DAFJS23.txt,-0.1,47520,0.06,0.054
None,Reduced,Best,Best,DAFJS24.txt,-0.1,55115,0.078,0.067
None,Reduced,Best,Best,DAFJS27.txt,-0.1,78967,0.099,0.069
None,Reduced,Best,Best,DAFJS30.txt,-0.1,56839,0.12,0.11
None,Reduced,Best,Best,DAFJS26.txt,-0.1,76328,0.161,0.147
None,Reduced,Best,Best,DAFJS29.txt,-0.1,65758,0.202,0.191
None,Reduced,Best,Best,DAFJS28.txt,-0.1,53505,0.211,0.204
None,Reduced,Best,Best,DAFJS22.txt,-0.1,62189,0.287,0.277
None,Reduced,Best,Best,DAFJS25.txt,-0.1,73353,0.494,0.481
None,Reduced,Best,Best,YFJS03.txt,-0.1,36409,0,0
None,Reduced,Best,Best,YFJS04.txt,-0.1,45533,0,0
None,Reduced,Best,Best,YFJS05.txt,-0.1,45421,0.001,0
None,Reduced,Best,Best,YFJS10.txt,-0.1,42278,0,0
None,Reduced,Best,Best,YFJS06.txt,-0.1,44936,0.004,0.003
None,Reduced,Best,Best,YFJS08.txt,-0.1,41754,0.003,0.002
None,Reduced,Best,Best,YFJS09.txt,-0.1,23944,0.002,0.001
None,Reduced,Best,Best,YFJS07.txt,-0.1,48355,0.004,0.004
None,Reduced,Best,Best,YFJS11.txt,-0.1,52196,0.005,0.004
None,Reduced,Best,Best,YFJS13.txt,-0.1,46578,0.006,0.005
None,Reduced,Best,Best,YFJS12.txt,-0.1,52650,0.009,0.007
None,Reduced,Best,Best,DAFJS01.txt,-0.2,24993,0.002,0.002
None,Reduced,Best,Best,DAFJS02.txt,-0.2,27727,0.001,0.001
None,Reduced,Best,Best,DAFJS04.txt,-0.2,46502,0.005,0.004
None,Reduced,Best,Best,DAFJS03.txt,-0.2,45916,0.023,0.021
None,Reduced,Best,Best,YFJS16.txt,-0.1,115312,0.414,0.388
None,Reduced,Best,Best,YFJS14.txt,-0.1,118731,0.467,0.44
None,Reduced,Best,Best,YFJS17.txt,-0.1,104466,0.832,0.779
None,Reduced,Best,Best,YFJS15.txt,-0.1,125754,0.936,0.92
None,Reduced,Best,Best,YFJS19.txt,-0.1,100158,1.762,1.707
None,Reduced,Best,Best,YFJS20.txt,-0.1,94201,1.841,1.756
None,Reduced,Best,Best,YFJS18.txt,-0.1,119224,4.457,4.356
None,Reduced,Best,Best,DAFJS05.txt,-0.2,38484,0.007,0.007
None,Reduced,Best,Best,DAFJS06.txt,-0.2,41909,0.009,0.007
None,Reduced,Best,Best,DAFJS10.txt,-0.2,45868,0.005,0.002
None,Reduced,Best,Best,DAFJS09.txt,-0.2,37876,0.011,0.009
None,Reduced,Best,Best,DAFJS13.txt,-0.2,49179,0.029,0.026
None,Reduced,Best,Best,DAFJS08.txt,-0.2,51128,0.058,0.052
None,Reduced,Best,Best,DAFJS07.txt,-0.2,44147,0.073,0.069
None,Reduced,Best,Best,DAFJS14.txt,-0.2,54609,0.081,0.078
None,Reduced,Best,Best,DAFJS15.txt,-0.2,53677,0.089,0.072
None,Reduced,Best,Best,DAFJS11.txt,-0.2,52845,0.146,0.134
None,Reduced,Best,Best,DAFJS12.txt,-0.2,52355,0.16,0.148
None,Reduced,Best,Best,DAFJS19.txt,-0.2,51065,0.027,0.02
None,Reduced,Best,Best,DAFJS23.txt,-0.2,42943,0.043,0.039
None,Reduced,Best,Best,DAFJS17.txt,-0.2,54456,0.09,0.084
None,Reduced,Best,Best,DAFJS18.txt,-0.2,57274,0.099,0.093
None,Reduced,Best,Best,DAFJS24.txt,-0.2,46985,0.112,0.102
None,Reduced,Best,Best,DAFJS22.txt,-0.2,53728,0.173,0.157
None,Reduced,Best,Best,DAFJS21.txt,-0.2,57787,0.215,0.193
None,Reduced,Best,Best,DAFJS26.txt,-0.2,68469,0.219,0.204
None,Reduced,Best,Best,DAFJS16.txt,-0.2,60010,0.249,0.234
None,Reduced,Best,Best,DAFJS20.txt,-0.2,55355,0.299,0.292
None,Reduced,Best,Best,DAFJS25.txt,-0.2,61465,0.411,0.393
None,Reduced,Best,Best,YFJS02.txt,-0.2,66853,0,0
None,Reduced,Best,Best,YFJS03.txt,-0.2,32864,0,0
None,Reduced,Best,Best,YFJS04.txt,-0.2,42553,0,0
None,Reduced,Best,Best,YFJS05.txt,-0.2,40738,0,0
None,Reduced,Best,Best,YFJS01.txt,-0.2,68822,0.006,0.005
None,Reduced,Best,Best,YFJS06.txt,-0.2,43744,0.003,0.002
None,Reduced,Best,Best,YFJS07.txt,-0.2,40941,0.005,0.004
None,Reduced,Best,Best,DAFJS28.txt,-0.2,48941,0.05,0.042
None,Reduced,Best,Best,DAFJS29.txt,-0.2,57708,0.082,0.072
None,Reduced,Best,Best,DAFJS30.txt,-0.2,49312,0.208,0.199
None,Reduced,Best,Best,DAFJS27.txt,-0.2,62359,0.275,0.258
None,Reduced,Best,Best,YFJS09.txt,-0.2,22211,0.002,0.001
None,Reduced,Best,Best,YFJS10.txt,-0.2,39361,0.001,0.001
None,Reduced,Best,Best,YFJS08.txt,-0.2,37681,0.003,0.003
None,Reduced,Best,Best,YFJS11.txt,-0.2,49206,0.002,0.001
None,Reduced,Best,Best,YFJS13.txt,-0.2,41498,0.004,0.003
None,Reduced,Best,Best,YFJS12.txt,-0.2,54186,0.009,0.007
None,Reduced,Best,Best,YFJS14.txt,-0.2,100177,0.309,0.288
None,Reduced,Best,Best,YFJS16.txt,-0.2,98976,0.441,0.419
None,Reduced,Best,Best,YFJS15.txt,-0.2,109314,0.456,0.437
None,Reduced,Best,Best,YFJS17.txt,-0.2,82167,1.84,1.794
None,Reduced,Best,Best,YFJS18.txt,-0.2,94472,2.159,2.098
None,Reduced,Best,Best,DAFJS01.txt,-0.3,21685,0,0
None,Reduced,Best,Best,DAFJS02.txt,-0.3,23021,0,0
None,Reduced,Best,Best,DAFJS04.txt,-0.3,41533,0.002,0.001
None,Reduced,Best,Best,DAFJS05.txt,-0.3,33813,0.004,0.004
None,Reduced,Best,Best,DAFJS03.txt,-0.3,42258,0.009,0.008
None,Reduced,Best,Best,DAFJS06.txt,-0.3,30556,0.018,0.017
None,Reduced,Best,Best,DAFJS09.txt,-0.3,36303,0.017,0.014
None,Reduced,Best,Best,DAFJS07.txt,-0.3,40057,0.058,0.051
None,Reduced,Best,Best,DAFJS08.txt,-0.3,43737,0.061,0.055
None,Reduced,Best,Best,YFJS20.txt,-0.2,79638,1.494,1.41
None,Reduced,Best,Best,YFJS19.txt,-0.2,83530,2.082,2.037
None,Reduced,Best,Best,DAFJS13.txt,-0.3,41717,0.009,0.005
None,Reduced,Best,Best,DAFJS10.txt,-0.3,35023,0.017,0.013
None,Reduced,Best,Best,DAFJS18.txt,-0.3,49753,0.028,0.017
None,Reduced,Best,Best,DAFJS14.txt,-0.3,44646,0.087,0.083
None,Reduced,Best,Best,DAFJS19.txt,-0.3,40678,0.084,0.08
None,Reduced,Best,Best,DAFJS11.txt,-0.3,44599,0.108,0.097
None,Reduced,Best,Best,DAFJS20.txt,-0.3,49481,0.105,0.098
None,Reduced,Best,Best,DAFJS12.txt,-0.3,43449,0.129,0.114
None,Reduced,Best,Best,DAFJS17.txt,-0.3,47550,0.145,0.139
None,Reduced,Best,Best,DAFJS15.txt,-0.3,47268,0.18,0.166
None,Reduced,Best,Best,DAFJS16.txt,-0.3,49031,0.436,0.423
None,Reduced,Best,Best,YFJS01.txt,-0.3,60208,0.009,0.009
None,Reduced,Best,Best,DAFJS23.txt,-0.3,38185,0.031,0.026
None,Reduced,Best,Best,DAFJS28.txt,-0.3,40923,0.041,0.034
None,Reduced,Best,Best,DAFJS30.txt,-0.3,42592,0.041,0.031
None,Reduced,Best,Best,DAFJS29.txt,-0.3,48412,0.129,0.122
None,Reduced,Best,Best,DAFJS24.txt,-0.3,39979,0.135,0.129
None,Reduced,Best,Best,DAFJS21.txt,-0.3,48912,0.166,0.148
None,Reduced,Best,Best,DAFJS25.txt,-0.3,49527,0.184,0.16
None,Reduced,Best,Best,DAFJS22.txt,-0.3,42035,0.286,0.264
None,Reduced,Best,Best,DAFJS27.txt,-0.3,53010,0.342,0.327
None,Reduced,Best,Best,DAFJS26.txt,-0.3,50829,0.39,0.373
None,Reduced,Best,Best,YFJS02.txt,-0.3,59001,0,0
None,Reduced,Best,Best,YFJS03.txt,-0.3,31407,0,0
None,Reduced,Best,Best,YFJS04.txt,-0.3,38092,0,0
None,Reduced,Best,Best,YFJS07.txt,-0.3,38453,0,0
None,Reduced,Best,Best,YFJS05.txt,-0.3,38324,0.002,0.002
None,Reduced,Best,Best,YFJS06.txt,-0.3,43099,0.003,0.002
None,Reduced,Best,Best,YFJS08.txt,-0.3,33392,0.001,0.001
None,Reduced,Best,Best,YFJS11.txt,-0.3,44729,0.001,0
None,Reduced,Best,Best,YFJS09.txt,-0.3,20916,0.004,0.003
None,Reduced,Best,Best,YFJS10.txt,-0.3,34487,0.003,0.003
None,Reduced,Best,Best,YFJS12.txt,-0.3,43150,0.006,0.005
None,Reduced,Best,Best,YFJS13.txt,-0.3,35800,0.011,0.01
None,Reduced,Best,Best,YFJS14.txt,-0.3,87518,0.277,0.262
None,Reduced,Best,Best,YFJS16.txt,-0.3,85252,0.351,0.333
None,Reduced,Best,Best,YFJS15.txt,-0.3,88664,0.4,0.383
None,Reduced,Best,Best,YFJS20.txt,-0.3,70253,0.796,0.75
None,Reduced,Best,Best,YFJS18.txt,-0.3,82795,1.214,1.156
None,Reduced,Best,Best,YFJS17.txt,-0.3,70851,1.96,1.876
None,Reduced,Best,Best,YFJS19.txt,-0.3,68592,3.008,2.957
